timestamp,square_id,model,actual,prediction,abs_error,abs_pct_error,abs_change,hour,is_weekend,traffic_quartile,change_quartile
2013-12-16 00:00:00+01:00,5161,AR,346.4602656364441,360.6392413680356,14.178975731591493,4.0925257924007115,0.2794298529624939,0,False,Q2,C1 smallest
2013-12-16 00:10:00+01:00,5161,AR,335.47937023529084,340.4037885259199,4.924418290629035,1.4678751445059823,10.980895401153248,0,False,Q2,C1 smallest
2013-12-16 00:20:00+01:00,5161,AR,321.91082763671875,314.6603118066049,7.250515830113841,2.2523367366493674,13.568542598572094,0,False,Q2,C1 smallest
2013-12-16 00:30:00+01:00,5161,AR,286.60002294927835,293.6860146583096,7.085991709031248,2.4724323592553605,35.310804687440395,0,False,Q2,C2
2013-12-16 00:40:00+01:00,5161,AR,299.6621978718904,279.15256050383545,20.50963736805494,6.844252466179629,13.06217492261203,0,False,Q2,C1 smallest
2013-12-16 00:50:00+01:00,5161,AR,247.85450744628903,287.86588738441134,40.0113799381223,16.143091505726563,51.80769042560135,0,False,Q2,C2
2013-12-16 01:00:00+01:00,5161,AR,235.4923522908357,255.97898546326832,20.48663317243262,8.699489802170474,12.362155155453337,1,False,Q1 lowest,C1 smallest
2013-12-16 01:10:00+01:00,5161,AR,268.6986389160156,243.50406406482213,25.194574851193494,9.376517481753343,33.20628662517993,1,False,Q2,C2
2013-12-16 01:20:00+01:00,5161,AR,252.07262668013573,247.78332095571253,4.289305724423201,1.7016150388538855,16.626012235879898,1,False,Q2,C1 smallest
2013-12-16 01:30:00+01:00,5161,AR,218.3795745808748,240.4320508627121,22.0524762818373,10.098232091605425,33.69305209926094,1,False,Q1 lowest,C2
2013-12-16 01:40:00+01:00,5161,AR,231.682373046875,229.9243503409266,1.758022705948406,0.758807276888827,13.302798466000212,1,False,Q1 lowest,C1 smallest
2013-12-16 01:50:00+01:00,5161,AR,209.623275756836,240.8862560944527,31.26298033761671,14.913887889950693,22.059097290039006,1,False,Q1 lowest,C2
2013-12-16 02:00:00+01:00,5161,AR,209.1171081502107,216.57420501621493,7.457096866004235,3.5659908134573746,0.5061676066252971,2,False,Q1 lowest,C1 smallest
2013-12-16 02:10:00+01:00,5161,AR,235.20217695832253,207.43526441315237,27.766912545170158,11.805550826211277,26.085068808111828,2,False,Q1 lowest,C2
2013-12-16 02:20:00+01:00,5161,AR,214.242672725406,226.7193784986253,12.476705773219294,5.823632432559614,20.959504232916515,2,False,Q1 lowest,C2
2013-12-16 02:30:00+01:00,5161,AR,207.96501111984253,212.6710120468003,4.706000926957785,2.262881097939062,6.27766160556348,2,False,Q1 lowest,C1 smallest
2013-12-16 02:40:00+01:00,5161,AR,218.9016876220703,218.150322482128,0.7513651399423225,0.34324319200295084,10.936676502227783,2,False,Q1 lowest,C1 smallest
2013-12-16 02:50:00+01:00,5161,AR,192.5211761433748,226.30471317638256,33.783537033007775,17.547958988079536,26.380511478695524,2,False,Q1 lowest,C2
2013-12-16 03:00:00+01:00,5161,AR,199.50375366210932,198.73225518338927,0.7714984787200478,0.3867087533734832,6.98257751873453,3,False,Q1 lowest,C1 smallest
2013-12-16 03:10:00+01:00,5161,AR,205.0874786376953,205.0034165890364,0.08406204865892164,0.04098838662277598,5.583724975585994,3,False,Q1 lowest,C1 smallest
2013-12-16 03:20:00+01:00,5161,AR,198.84103087970288,199.7445069244759,0.903476044773015,0.45437103236484944,6.246447757992428,3,False,Q1 lowest,C1 smallest
